Grupos de edad;Ambos Sexos
10-14;5.463
15-19;5.136
20-24;4.129
25-29;3.474
30-34;3.167
35-39;2.941
40-44;2.713
45-49;2.574
50-54;2.518
55-59;2.273
60-64;1.797
65-69;1.419
70-74;1.120
75-79;824
80-84;560
85-89;331
90-94;155
95-99;56
100 AÑOS Y MÁS;20
San Pedro;
Total;19.210
00-04;1.626
05-09;1.668
10-14;1.694
15-19;1.649
20-24;1.488
25-29;1.352
30-34;1.227
35-39;1.186
40-44;1.159
45-49;1.139
50-54;1.106
55-59;1.006
60-64;875
65-69;724
70-74;525
75-79;340
80-84;221
85-89;123
90-94;62
95-99;34
100 AÑOS Y MÁS;6
San Luis de Sincé;
Total;31.903
00-04;2.576
05-09;2.661
10-14;2.737
15-19;2.719
20-24;2.542
25-29;2.306
30-34;2.032
35-39;1.902
40-44;1.879
45-49;1.900
50-54;1.889
55-59;1.720
60-64;1.428
65-69;1.169
70-74;885
75-79;603
80-84;420
85-89;292
90-94;168
95-99;61
100 AÑOS Y MÁS;14
Sucre;
Total;30.814
00-04;2.853
05-09;2.843
10-14;2.756
15-19;2.586
20-24;2.276
25-29;2.117
30-34;1.951
35-39;1.831
40-44;1.792
45-49;1.771
50-54;1.757
55-59;1.565
60-64;1.243
65-69;1.089
70-74;910
75-79;638
80-84;412
85-89;240
90-94;123
95-99;47
100 AÑOS Y MÁS;14
Santiago de Tolú;
Total;34.117
00-04;3.292
05-09;3.332
10-14;3.321
15-19;3.230
20-24;2.912
25-29;2.640
30-34;2.366
35-39;2.128
40-44;1.952
45-49;1.867
50-54;1.797
55-59;1.544
60-64;1.165
65-69;872
70-74;651
75-79;453
80-84;287
85-89;166
90-94;91
95-99;40
100 AÑOS Y MÁS;11
Tolú Viejo;
Total;22.289
00-04;1.888
05-09;1.955
10-14;2.022
15-19;2.020
20-24;1.852
25-29;1.716
30-34;1.595
35-39;1.469
40-44;1.329
45-49;1.221
50-54;1.176
55-59;1.060
60-64;854
65-69;696
70-74;545
75-79;364
80-84;242
85-89;153
90-94;82
95-99;36
100 AÑOS Y MÁS;14
Ibagué;
Total;541.101
00-04;31.632
05-09;34.448
10-14;38.399
15-19;44.764
20-24;46.735
25-29;43.828
30-34;39.793
35-39;38.307
40-44;35.330
45-49;32.802
50-54;33.369
55-59;31.689
60-64;26.929
65-69;21.561
70-74;16.383
75-79;11.123
80-84;6.861
85-89;3.994
90-94;2.099
95-99;813
100 AÑOS Y MÁS;242
Alpujarra;
Total;4.458
00-04;272
05-09;320
10-14;364
15-19;355
20-24;289
25-29;233
30-34;215
35-39;222
40-44;247
45-49;286
50-54;317
55-59;311
60-64;275
65-69;238
70-74;184
75-79;121
80-84;90
85-89;69
90-94;37
95-99;13
100 AÑOS Y MÁS;0
Alvarado;
Total;8.715
00-04;621
05-09;660
10-14;688
15-19;716
20-24;624
25-29;538
30-34;529
35-39;564
40-44;548
45-49;536
50-54;552
55-59;522
60-64;483
65-69;403
70-74;283
75-79;182
80-84;125
85-89;75
90-94;36
95-99;26
100 AÑOS Y MÁS;4
Ambalema;
Total;6.561
00-04;427
05-09;478
10-14;522
15-19;526
20-24;462
25-29;408
30-34;383
35-39;361
40-44;364
45-49;398
50-54;429
55-59;432
60-64;416
65-69;341
70-74;248
75-79;165
80-84;101
85-89;55
90-94;25
95-99;18
100 AÑOS Y MÁS;2
Anzoátegui;
Total;10.006
00-04;828
05-09;915
10-14;981
15-19;961
20-24;783
25-29;665
30-34;626
35-39;615
40-44;601
45-49;586
50-54;604
55-59;551
60-64;423
65-69;299
70-74;230
75-79;164
80-84;90
85-89;39
90-94;25
95-99;18
100 AÑOS Y MÁS;2
Armero;
Total;12.038
00-04;761
05-09;839
10-14;911
15-19;937
20-24;827
25-29;752
30-34;710
35-39;680
40-44;692
45-49;755
50-54;837
55-59;832
60-64;752
65-69;628
70-74;468
75-79;303
80-84;173
85-89;95
90-94;52
95-99;30
100 AÑOS Y MÁS;4
Ataco;
Total;19.117
00-04;1.933
05-09;1.988
10-14;1.962
15-19;1.827
20-24;1.487
25-29;1.233
30-34;1.122
35-39;1.098
40-44;1.064
45-49;1.035
50-54;993
55-59;870
60-64;718
65-69;565
70-74;452
75-79;341
80-84;207
85-89;121
90-94;65
95-99;30
100 AÑOS Y MÁS;6
Cajamarca;
Total;18.442
00-04;1.468
05-09;1.505
10-14;1.525
15-19;1.584
20-24;1.522
25-29;1.426
30-34;1.280
35-39;1.157
40-44;1.083
45-49;1.081
50-54;1.131
55-59;1.035
60-64;804
65-69;603
70-74;474
75-79;346
80-84;217
85-89;115
90-94;53
95-99;29
100 AÑOS Y MÁS;4
Carmen de Apicalá;
Total;10.448
00-04;653
05-09;720
10-14;793
15-19;861
20-24;811
25-29;744
30-34;686
35-39;666
40-44;669
45-49;673
50-54;678
55-59;626
60-64;546
65-69;454
70-74;347
75-79;230
80-84;136
85-89;84
90-94;51
95-99;18
100 AÑOS Y MÁS;2
Casabianca;
Total;6.297
00-04;509
05-09;541
10-14;554
15-19;532
20-24;438
25-29;383
30-34;385
35-39;398
40-44;382
45-49;386
50-54;410
55-59;381
60-64;316
65-69;238
70-74;168
75-79;124
80-84;78
85-89;39
90-94;20
95-99;13
100 AÑOS Y MÁS;2
Chaparral;
Total;50.741
00-04;4.306
05-09;4.583
10-14;4.757
15-19;4.718
20-24;4.064
25-29;3.543
30-34;3.263
35-39;3.136
40-44;2.890
45-49;2.681
50-54;2.713
55-59;2.582
60-64;2.161
65-69;1.686
70-74;1.358
75-79;1.002
80-84;631
85-89;373
90-94;204
95-99;79
100 AÑOS Y MÁS;11
Coello;
Total;8.320
00-04;582
05-09;634
10-14;671
15-19;655
20-24;576
25-29;509
30-34;483
35-39;483
40-44;498
45-49;514
50-54;500
55-59;466
60-64;459
65-69;425
70-74;331
75-79;230
80-84;149
85-89;87
90-94;45
95-99;21
100 AÑOS Y MÁS;2
Coyaima;
Total;22.490
00-04;1.891
05-09;2.041
10-14;2.125
15-19;2.014
20-24;1.609
25-29;1.298
30-34;1.167
35-39;1.117
40-44;1.150
45-49;1.224
50-54;1.266
55-59;1.186
60-64;1.101
65-69;996
70-74;839
75-79;646
80-84;430
85-89;243
90-94;103
95-99;37
100 AÑOS Y MÁS;7
Cunday;
Total;8.372
00-04;598
05-09;669
10-14;712
15-19;646
20-24;476
25-29;408
30-34;416
35-39;433
40-44;468
45-49;511
50-54;550
55-59;550
60-64;506
65-69;447
70-74;366
75-79;277
80-84;190
85-89;100
90-94;35
95-99;12
100 AÑOS Y MÁS;2
Dolores;
Total;8.185
00-04;571
05-09;617
10-14;653
15-19;646
20-24;541
25-29;457
30-34;432
35-39;472
40-44;500
45-49;492
50-54;523
55-59;544
60-64;500
65-69;398
70-74;303
75-79;217
80-84;144
85-89;93
90-94;55
95-99;25
100 AÑOS Y MÁS;2
Espinal;
Total;71.015
00-04;4.396
05-09;4.735
10-14;5.173
15-19;5.857
20-24;5.826
25-29;5.272
30-34;4.772
35-39;4.634
40-44;4.507
45-49;4.449
50-54;4.627
55-59;4.446
60-64;3.792
65-69;2.957
70-74;2.150
75-79;1.479
80-84;959
85-89;546
90-94;272
95-99;113
100 AÑOS Y MÁS;53
Falan;
Total;7.386
00-04;513
05-09;574
10-14;616
15-19;577
20-24;479
25-29;434
30-34;404
35-39;401
40-44;418
45-49;454
50-54;509
55-59;489
60-64;436
65-69;361
70-74;280
75-79;193
80-84;123
85-89;74
90-94;35
95-99;14
100 AÑOS Y MÁS;2
Flandes;
Total;28.615
00-04;1.943
05-09;2.059
10-14;2.154
15-19;2.282
20-24;2.209
25-29;2.025
30-34;1.834
35-39;1.807
40-44;1.819
45-49;1.846
50-54;1.895
55-59;1.744
60-64;1.482
65-69;1.221
70-74;954
75-79;650
80-84;380
85-89;192
90-94;79
95-99;32
100 AÑOS Y MÁS;8
Fresno;
Total;31.191
00-04;2.161
05-09;2.395
10-14;2.602
15-19;2.621
20-24;2.308
25-29;2.162
30-34;2.120
35-39;2.087
40-44;1.938
45-49;1.859
50-54;1.942
55-59;1.887
60-64;1.655
65-69;1.279
70-74;887
75-79;563
80-84;339
85-89;212
90-94;118
95-99;46
100 AÑOS Y MÁS;10
Guamo;
Total;32.772
00-04;2.117
05-09;2.333
10-14;2.524
15-19;2.583
20-24;2.259
25-29;1.947
30-34;1.851
35-39;1.925
40-44;1.987
45-49;2.050
50-54;2.148
55-59;2.076
60-64;1.895
65-69;1.656
70-74;1.333
75-79;931
80-84;573
85-89;335
90-94;179
95-99;60
100 AÑOS Y MÁS;10
Herveo;
Total;7.213
00-04;493
05-09;566
10-14;623
15-19;589
20-24;498
25-29;463
30-34;442
35-39;442
40-44;452
45-49;450
50-54;486
55-59;482
60-64;397
65-69;303
70-74;220
75-79;140
80-84;84
85-89;45
90-94;22
95-99;14
100 AÑOS Y MÁS;2
Honda;
Total;24.542
00-04;1.372
05-09;1.512
10-14;1.688
15-19;1.922
20-24;1.837
25-29;1.607
30-34;1.468
35-39;1.479
40-44;1.479
45-49;1.493
50-54;1.625
55-59;1.665
60-64;1.539
65-69;1.292
70-74;1.001
75-79;689
80-84;428
85-89;245
90-94;136
95-99;55
100 AÑOS Y MÁS;10
Icononzo;
Total;11.893
00-04;842
05-09;909
10-14;952
15-19;924
20-24;777
25-29;714
30-34;718
35-39;685
40-44;642
45-49;655
50-54;705
55-59;729
60-64;725
65-69;629
70-74;479
75-79;340
80-84;232
85-89;133
90-94;67
95-99;32
100 AÑOS Y MÁS;4
Lérida;
Total;18.617
00-04;1.252
05-09;1.330
10-14;1.388
15-19;1.426
20-24;1.350
25-29;1.299
30-34;1.154
35-39;1.062
40-44;1.061
45-49;1.146
50-54;1.266
55-59;1.227
60-64;1.070
65-69;871
70-74;676
75-79;460
80-84;278
85-89;160
90-94;88
95-99;45
100 AÑOS Y MÁS;8
Líbano;
Total;36.231
00-04;2.250
05-09;2.570
10-14;2.870
15-19;2.891
20-24;2.457
25-29;2.169
30-34;2.089
35-39;2.145
40-44;2.115
45-49;2.161
50-54;2.397
55-59;2.451
60-64;2.216
65-69;1.801
70-74;1.382
75-79;979
80-84;623
85-89;368
90-94;189
95-99;85
100 AÑOS Y MÁS;23
Mariquita;
Total;38.333
00-04;2.574
05-09;2.797
10-14;2.983
15-19;3.041
20-24;2.818
25-29;2.719
30-34;2.616
35-39;2.564
40-44;2.461
45-49;2.350
50-54;2.377
55-59;2.310
60-64;2.023
65-69;1.625
70-74;1.222
75-79;831
80-84;511
85-89;290
90-94;150
95-99;59
100 AÑOS Y MÁS;12
Melgar;
Total;37.682
00-04;2.713
05-09;2.790
10-14;2.828
15-19;3.021
20-24;3.120
25-29;3.292
30-34;3.256
35-39;3.027
40-44;2.590
45-49;2.244
50-54;2.115
55-59;1.895
60-64;1.528
65-69;1.143
70-74;847
75-79;571
80-84;339
85-89;196
90-94;96
95-99;51
100 AÑOS Y MÁS;20
Murillo;
Total;4.143
00-04;336
05-09;378
10-14;406
15-19;371
20-24;305
25-29;285
30-34;280
35-39;262
40-44;237
45-49;235
50-54;241
55-59;229
60-64;196
65-69;156
70-74;106
75-79;62
80-84;33
85-89;14
90-94;6
95-99;5
100 AÑOS Y MÁS;0
Natagaima;
Total;14.672
00-04;876
05-09;1.012
10-14;1.146
15-19;1.172
20-24;979
25-29;809
30-34;754
35-39;777
40-44;811
45-49;879
50-54;982
55-59;957
60-64;875
65-69;796
70-74;676
75-79;493
80-84;324
85-89;198
90-94;103
95-99;43
100 AÑOS Y MÁS;10
Ortega;
Total;34.320
00-04;2.929
05-09;3.099
10-14;3.203
15-19;3.169
20-24;2.803
25-29;2.385
30-34;2.011
35-39;1.859
40-44;1.824
45-49;1.767
50-54;1.735
55-59;1.630
60-64;1.486
65-69;1.338
70-74;1.127
75-79;817
80-84;532
85-89;324
90-94;180
95-99;78
100 AÑOS Y MÁS;24
Palocabildo;
Total;9.814
00-04;828
05-09;869
10-14;877
15-19;824
20-24;697
25-29;635
30-34;591
35-39;569
40-44;562
45-49;563
50-54;599
55-59;579
60-64;503
65-69;400
70-74;282
75-79;186
80-84;124
85-89;73
90-94;39
95-99;12
100 AÑOS Y MÁS;2
Piedras;
Total;6.761
00-04;419
05-09;461
10-14;520
15-19;615
20-24;572
25-29;456
30-34;414
35-39;408
40-44;395
45-49;409
50-54;428
55-59;405
60-64;337
65-69;271
70-74;222
75-79;177
80-84;116
85-89;71
90-94;42
95-99;21
100 AÑOS Y MÁS;2
Planadas;
Total;25.799
00-04;2.856
05-09;2.838
10-14;2.712
15-19;2.568
20-24;2.184
25-29;1.870
30-34;1.706
35-39;1.619
40-44;1.440
45-49;1.266
50-54;1.211
55-59;1.064
60-64;795
65-69;559
70-74;436
75-79;308
80-84;188
85-89;96
90-94;43
95-99;33
100 AÑOS Y MÁS;7
Prado;
Total;8.415
00-04;632
05-09;665
10-14;683
15-19;673
20-24;562
25-29;476
30-34;460
35-39;472
40-44;491
45-49;533
50-54;576
55-59;548
60-64;476
65-69;398
70-74;299
75-79;209
80-84;127
85-89;68
90-94;40
95-99;23
100 AÑOS Y MÁS;4
Purificación;
Total;23.538
00-04;1.643
05-09;1.712
10-14;1.742
15-19;1.751
20-24;1.562
25-29;1.407
30-34;1.371
35-39;1.450
40-44;1.484
45-49;1.493
50-54;1.558
55-59;1.521
60-64;1.358
65-69;1.133
70-74;873
75-79;607
80-84;410
85-89;265
90-94;138
95-99;51
100 AÑOS Y MÁS;9
Rioblanco;
Total;22.617
00-04;2.663
05-09;2.592
10-14;2.398
15-19;2.192
20-24;1.881
25-29;1.626
30-34;1.445
35-39;1.308
40-44;1.180
45-49;1.103
50-54;1.059
55-59;947
60-64;724
65-69;504
70-74;387
75-79;279
80-84;162
85-89;88
90-94;40
95-99;32
100 AÑOS Y MÁS;7
Roncesvalles;
Total;5.479
00-04;470
05-09;513
10-14;545
15-19;531
20-24;445
25-29;383
30-34;360
35-39;341
40-44;331
45-49;316
50-54;307
55-59;277
60-64;216
65-69;163
70-74;124
75-79;74
80-84;39
85-89;17
90-94;14
95-99;11
100 AÑOS Y MÁS;2
Rovira;
Total;21.491
00-04;1.740
05-09;1.932
10-14;2.084
15-19;2.054
20-24;1.709
25-29;1.426
30-34;1.261
35-39;1.251
40-44;1.280
45-49;1.217
50-54;1.171
55-59;1.082
60-64;929
65-69;747
70-74;575
75-79;420
80-84;289
85-89;172
90-94;94
95-99;48
100 AÑOS Y MÁS;10
Saldaña;
Total;14.473
00-04;961
05-09;1.062
10-14;1.162
15-19;1.207
20-24;1.044
25-29;887
30-34;852
35-39;906
40-44;935
45-49;929
50-54;920
55-59;876
60-64;808
65-69;659
70-74;478
75-79;328
80-84;215
85-89;143
90-94;69
95-99;28
100 AÑOS Y MÁS;4
San Antonio;
Total;12.570
00-04;1.095
05-09;1.190
10-14;1.258
15-19;1.207
20-24;946
25-29;783
30-34;745
35-39;748
40-44;725
45-49;695
50-54;699
55-59;635
60-64;530
65-69;409
70-74;306
75-79;233
80-84;159
85-89;100
90-94;68
95-99;35
100 AÑOS Y MÁS;4
San Luis;
Total;13.451
00-04;833
05-09;954
10-14;1.064
15-19;1.068
20-24;895
25-29;756
30-34;726
35-39;728
40-44;756
45-49;826
50-54;881
55-59;853
60-64;792
65-69;701
70-74;581
75-79;432
80-84;287
85-89;170
90-94;88
95-99;44
100 AÑOS Y MÁS;16
Santa Isabel;
Total;5.673
00-04;434
05-09;491
10-14;528
15-19;504
20-24;393
25-29;345
30-34;349
35-39;368
40-44;351
45-49;342
50-54;348
55-59;326
60-64;274
65-69;210
70-74;154
75-79;110
80-84;70
85-89;41
90-94;22
95-99;11
100 AÑOS Y MÁS;2
Suárez;
Total;3.772
00-04;229
05-09;241
10-14;251
15-19;273
20-24;254
25-29;227
30-34;207
35-39;222
40-44;249
45-49;245
50-54;225
55-59;235
60-64;245
65-69;229
70-74;169
75-79;110
80-84;75
85-89;52
90-94;30
95-99;4
100 AÑOS Y MÁS;0
Valle de San Juan;
Total;5.360
00-04;356
05-09;411
10-14;455
15-19;432
20-24;347
25-29;302
30-34;291
35-39;301
40-44;313
45-49;333
50-54;354
55-59;320
60-64;279
65-69;262
70-74;223
75-79;163
80-84;103
85-89;64
90-94;38
95-99;13
100 AÑOS Y MÁS;0
Venadillo;
Total;12.723
00-04;879
05-09;974
10-14;1.042
15-19;998
20-24;850
25-29;793
30-34;750
35-39;732
40-44;747
45-49;783
50-54;813
55-59;794
60-64;725
65-69;610
70-74;475
75-79;330
80-84;208
85-89;126
90-94;62
95-99;28
100 AÑOS Y MÁS;4
Villahermosa;
Total;9.186
00-04;757
05-09;799
10-14;806
15-19;735
20-24;591
25-29;555
30-34;563
35-39;577
40-44;580
45-49;556
50-54;577
55-59;581
60-64;514
65-69;383
70-74;269
75-79;169
80-84;85
85-89;38
90-94;26
95-99;20
100 AÑOS Y MÁS;5
Villarrica;
Total;4.960
00-04;376
05-09;380
10-14;371
15-19;363
20-24;303
25-29;275
30-34;259
35-39;255
40-44;263
45-49;294
50-54;340
55-59;328
60-64;278
65-69;256
70-74;238
75-79;171
80-84;101
85-89;61
90-94;32
95-99;14
100 AÑOS Y MÁS;2
Cali;
Total;2.252.616
00-04;157.990
05-09;158.890
10-14;162.169
15-19;173.307
20-24;183.362
25-29;180.781
30-34;165.758
35-39;156.797
40-44;144.005
45-49;135.024
50-54;137.873
55-59;130.042
60-64;110.745
65-69;87.008
70-74;64.740
75-79;44.771
80-84;28.306
85-89;16.816
90-94;8.995
95-99;3.777
100 AÑOS Y MÁS;1.460
Alcalá;
Total;14.295
00-04;1.089
05-09;1.159
10-14;1.224
15-19;1.219
20-24;1.059
25-29;952
30-34;892
35-39;846
40-44;792
45-49;814
50-54;878
55-59;858
60-64;780
65-69;641
70-74;458
75-79;295
80-84;177
85-89;95
90-94;43
95-99;22
100 AÑOS Y MÁS;2
Andalucía;
Total;22.594
00-04;1.662
05-09;1.737
10-14;1.800
15-19;1.795
20-24;1.685
25-29;1.516
30-34;1.390
35-39;1.413
40-44;1.419
45-49;1.395
50-54;1.402
55-59;1.321
60-64;1.191
65-69;988
70-74;727
75-79;489
80-84;316
85-89;194
90-94;103
95-99;42
100 AÑOS Y MÁS;9
Ansermanuevo;
Total;17.316
00-04;1.512
05-09;1.543
10-14;1.554
15-19;1.511
20-24;1.305
25-29;1.140
30-34;1.018
35-39;983
40-44;1.000
45-49;1.036
50-54;1.050
55-59;971
60-64;840
65-69;658
70-74;489
75-79;334
80-84;198
85-89;103
90-94;44
95-99;23
100 AÑOS Y MÁS;4
Argelia;
Total;5.177
00-04;391
05-09;453
10-14;503
15-19;462
20-24;365
25-29;307
30-34;269
35-39;269
40-44;271
45-49;288
50-54;329
55-59;344
60-64;302
65-69;223
70-74;161
75-79;118
80-84;72
85-89;33
90-94;11
95-99;6
100 AÑOS Y MÁS;0
Bolívar;
Total;15.714
00-04;1.381
05-09;1.416
10-14;1.419
15-19;1.341
20-24;1.086
25-29;909
30-34;852
35-39;903
40-44;919
45-49;877
50-54;881
55-59;864
60-64;789
65-69;665
70-74;526
75-79;379
80-84;236
85-89;142
90-94;80
95-99;38
100 AÑOS Y MÁS;11
Buenaventura;
Total;311.827
00-04;36.983
05-09;36.293
10-14;34.047
15-19;30.716
20-24;26.370
25-29;23.428
30-34;20.871
35-39;19.153
40-44;16.530
45-49;13.971
50-54;13.008
55-59;11.773
60-64;9.761
65-69;7.201
70-74;4.830
75-79;3.163
80-84;1.928
85-89;995
90-94;453
95-99;225
100 AÑOS Y MÁS;128
Guadalajara de Buga;
Total;128.945
00-04;9.330
05-09;9.581
10-14;9.810
15-19;9.923
20-24;9.780
25-29;9.486
30-34;8.830
35-39;8.505
40-44;7.935
45-49;7.559
50-54;7.918
55-59;7.745
60-64;6.815
65-69;5.451
70-74;4.030
75-79;2.731
80-84;1.720
85-89;1.014
90-94;510
95-99;201
100 AÑOS Y MÁS;71
Bugalagrande;
Total;24.465
00-04;1.688
05-09;1.841
10-14;2.004
15-19;2.025
20-24;1.811
25-29;1.612
30-34;1.504
35-39;1.530
40-44;1.482
45-49;1.456
50-54;1.529
55-59;1.495
60-64;1.338
65-69;1.059
70-74;775
75-79;575
80-84;379
85-89;203
90-94;103
95-99;46
100 AÑOS Y MÁS;10
Caicedonia;
Total;28.521
00-04;1.898
05-09;2.080
10-14;2.281
15-19;2.324
20-24;2.153
25-29;1.946
30-34;1.726
35-39;1.634
40-44;1.617
45-49;1.694
50-54;1.837
55-59;1.839
60-64;1.664
65-69;1.294
70-74;927
75-79;682
80-84;458
85-89;266
90-94;132
95-99;55
100 AÑOS Y MÁS;14
Calima;
Total;18.266
00-04;1.315
05-09;1.423
10-14;1.523
15-19;1.508
20-24;1.370
25-29;1.256
30-34;1.162
35-39;1.174
40-44;1.185
45-49;1.169
50-54;1.156
55-59;1.058
60-64;910
65-69;724
70-74;525
75-79;360
80-84;227
85-89;120
90-94;55
95-99;34
100 AÑOS Y MÁS;12
Candelaria;
Total;94.211
00-04;8.098
05-09;8.073
10-14;7.953
15-19;7.899
20-24;7.569
25-29;7.192
30-34;6.807
35-39;6.668
40-44;6.092
45-49;5.600
50-54;5.437
55-59;4.849
60-64;3.867
65-69;2.900
70-74;2.097
75-79;1.396
80-84;849
85-89;484
90-94;244
95-99;96
100 AÑOS Y MÁS;41
Cartago;
Total;137.302
00-04;8.991
05-09;9.630
10-14;10.403
15-19;10.826
20-24;10.461
25-29;9.961
30-34;9.346
35-39;8.960
40-44;8.223
45-49;7.960
50-54;8.495
55-59;8.358
60-64;7.540
65-69;6.238
70-74;4.754
75-79;3.276
80-84;2.013
85-89;1.124
90-94;529
95-99;181
100 AÑOS Y MÁS;33
Dagua;
Total;49.015
00-04;3.970
05-09;4.105
10-14;4.175
15-19;4.049
20-24;3.615
25-29;3.263
30-34;3.048
35-39;3.068
40-44;2.964
45-49;2.824
50-54;2.780
55-59;2.652
60-64;2.443
65-69;2.099
70-74;1.614
75-79;1.093
80-84;646
85-89;354
90-94;176
95-99;64
100 AÑOS Y MÁS;13
El Águila;
Total;8.562
00-04;699
05-09;769
10-14;813
15-19;731
20-24;564
25-29;496
30-34;480
35-39;483
40-44;511
45-49;570
50-54;589
55-59;514
60-64;410
65-69;315
70-74;239
75-79;184
80-84;118
85-89;48
90-94;16
95-99;11
100 AÑOS Y MÁS;2
El Cairo;
Total;6.506
00-04;545
05-09;568
10-14;567
15-19;521
20-24;429
25-29;397
30-34;380
35-39;361
40-44;357
45-49;362
50-54;395
55-59;418
60-64;393
65-69;308
70-74;218
75-79;141
80-84;76
85-89;39
90-94;20
95-99;10
100 AÑOS Y MÁS;1
El Cerrito;
Total;57.133
00-04;4.331
05-09;4.484
10-14;4.621
15-19;4.663
20-24;4.449
25-29;4.145
30-34;3.752
35-39;3.692
40-44;3.664
45-49;3.622
50-54;3.568
55-59;3.187
60-64;2.695
65-69;2.178
70-74;1.649
75-79;1.113
80-84;659
85-89;371
90-94;191
95-99;73
100 AÑOS Y MÁS;26
El Dovio;
Total;8.616
00-04;811
05-09;832
10-14;822
15-19;751
20-24;637
25-29;560
30-34;497
35-39;479
40-44;476
45-49;476
50-54;475
55-59;447
60-64;401
65-69;328
70-74;239
75-79;173
80-84;106
85-89;59
90-94;26
95-99;17
100 AÑOS Y MÁS;4
Florida;
Total;57.961
00-04;4.617
05-09;4.841
10-14;5.066
15-19;5.130
20-24;4.809
25-29;4.360
30-34;3.913
35-39;3.796
40-44;3.594
45-49;3.377
50-54;3.276
55-59;2.882
60-64;2.426
65-69;1.981
70-74;1.519
75-79;1.078
80-84;667
85-89;351
90-94;168
95-99;82
100 AÑOS Y MÁS;28
Ginebra;
Total;23.046
00-04;1.600
05-09;1.754
10-14;1.901
15-19;1.889
20-24;1.708
25-29;1.620
30-34;1.531
35-39;1.492
40-44;1.456
45-49;1.422
50-54;1.385
55-59;1.296
60-64;1.163
65-69;954
70-74;745
75-79;520
80-84;300
85-89;159
90-94;87
95-99;51
100 AÑOS Y MÁS;13
Guacarí;
Total;33.578
00-04;2.615
05-09;2.726
10-14;2.818
15-19;2.812
20-24;2.633
25-29;2.391
30-34;2.132
35-39;2.058
40-44;2.055
45-49;2.091
50-54;2.096
55-59;1.900
60-64;1.601
65-69;1.246
70-74;919
75-79;633
80-84;399
85-89;244
90-94;140
95-99;57
100 AÑOS Y MÁS;12
Jamundí;
Total;167.147
00-04;12.481
05-09;12.969
10-14;13.434
15-19;13.607
20-24;13.303
25-29;12.985
30-34;12.472
35-39;12.562
40-44;11.714
45-49;10.527
50-54;10.023
55-59;8.898
60-64;7.227
65-69;5.380
70-74;3.805
75-79;2.523
80-84;1.529
85-89;889
90-94;489
95-99;220
100 AÑOS Y MÁS;110
La Cumbre;
Total;16.509
00-04;1.031
05-09;1.124
10-14;1.219
15-19;1.225
20-24;1.094
